subject_id,speech_rate,speech_rate_ratio,verbal_fluency,lexical_richness,word_repetition_score,voice_fluency_pauses,voice_fluency_weighted,pause_level1_count,pause_level2_count,pause_level3_count,total_pause_time,total_speaking_time
0868,0.4109,1.0,23,21,0.0952,9,15,6,3,0,41.6,14.37
0869,0.5547,0.94,29,27,0.0741,8,14,6,1,1,32.17,20.11
0870,0.2051,1.0,11,10,0.1,6,18,2,2,2,42.31,11.32
0871,0.3981,0.91,21,21,0.0,10,16,7,3,0,39.91,12.85
0872,0.7501,1.0,33,31,0.0645,4,8,3,0,1,21.9,22.09
0873,0.9231,0.96,44,43,0.0233,4,4,4,0,0,8.51,39.16
0874,0.3775,0.9,18,18,0.0,5,13,2,2,1,34.36,13.32
0875,1.1219,0.96,52,42,0.1905,3,3,3,0,0,11.06,35.29
0876,0.6758,0.95,28,16,0.1875,8,8,8,0,0,21.53,19.91
0877,0.61,0.93,29,29,0.0,9,9,9,0,0,26.89,20.65
0878,0.6857,1.0,30,29,0.0345,4,6,3,1,0,16.88,26.87
0879,0.7727,1.0,37,32,0.125,5,7,4,1,0,18.7,29.19
0880,0.3346,0.9,19,19,0.0,7,15,4,2,1,42.01,14.76
0881,0.2443,0.86,13,13,0.0,7,17,3,3,1,44.53,8.68
0882,0.569,1.0,25,23,0.0435,3,3,3,0,0,10.61,33.32
0883,1.112,0.96,52,38,0.2105,2,2,2,0,0,4.74,42.02
0884,0.1871,1.0,10,10,0.0,10,16,7,3,0,46.13,7.32
0885,0.5942,0.93,26,22,0.1364,6,10,5,0,1,27.93,15.83
0886,0.3432,0.9,18,17,0.0588,8,14,6,1,1,39.07,13.37
0887,0.2669,1.0,15,15,0.0,6,18,2,2,2,47.81,8.39
0888,0.4813,0.93,24,20,0.15,7,13,5,1,1,32.6,17.27
0889,0.4677,1.0,22,18,0.2222,8,12,6,2,0,32.09,14.94
0890,0.4582,1.0,22,17,0.2353,8,12,6,2,0,28.59,19.42
0891,0.2755,1.0,14,13,0.0769,6,14,3,2,1,42.22,8.59
0892,0.4901,1.0,24,22,0.0909,6,14,3,2,1,33.22,15.75
0893,0.5174,1.0,28,25,0.12,10,14,8,2,0,34.35,19.77
0894,0.5664,0.95,31,23,0.2174,9,15,6,3,0,38.86,15.87
0895,0.3263,0.91,16,16,0.0,6,12,4,1,1,36.57,12.46
0896,0.3798,1.0,19,18,0.0556,6,14,3,2,1,37.7,12.33
0897,0.2501,1.0,14,14,0.0,7,19,2,4,1,47.45,8.53
0898,0.5272,1.0,26,23,0.087,7,11,5,2,0,29.8,19.51
0899,0.2592,1.0,14,14,0.0,7,17,4,1,2,45.19,8.82
0900,0.599,0.94,31,26,0.1154,7,13,5,1,1,34.35,17.41
0901,0.9281,1.0,44,36,0.1667,7,9,6,1,0,19.73,27.68
0902,0.205,1.0,12,12,0.0,11,21,6,5,0,51.72,6.82
0903,0.4744,0.93,24,21,0.1429,7,13,5,1,1,37.18,13.4
0904,0.4596,1.0,24,23,0.0435,9,17,6,2,1,38.11,14.11
0905,1.0382,0.96,41,35,0.1143,2,2,2,0,0,5.17,34.32
0906,0.243,0.86,13,12,0.0833,4,14,1,1,2,43.88,9.62
0907,0.8147,1.0,37,34,0.0882,2,2,2,0,0,8.03,37.38
0908,0.6172,0.96,33,31,0.0645,6,12,3,3,0,33.28,20.19
0909,0.5817,0.94,30,25,0.2,7,17,3,3,1,37.8,13.77
0910,0.5106,1.0,25,25,0.0,9,9,9,0,0,28.79,20.17
0911,0.3814,1.0,21,19,0.1053,7,15,4,2,1,37.27,17.79
0912,0.6318,1.0,31,31,0.0,5,9,3,2,0,21.98,27.09
0913,0.4652,1.0,23,23,0.0,6,10,4,2,0,26.45,22.99
0914,0.2801,1.0,15,15,0.0,6,12,4,1,1,43.31,10.25
0915,0.6463,1.0,29,29,0.0,6,8,5,1,0,17.68,27.19
0916,0.2243,0.86,12,12,0.0,6,18,3,0,3,47.4,6.1
0917,0.4952,1.0,24,22,0.0909,7,11,6,0,1,32.32,16.15
0918,0.6463,1.0,28,24,0.1667,4,4,4,0,0,11.3,32.02
0919,1.0572,1.0,53,39,0.2051,6,6,6,0,0,16.11,34.02
0920,0.541,1.0,28,27,0.037,5,9,4,0,1,26.83,24.93
0921,0.5694,0.93,22,20,0.1,5,7,4,1,0,17.49,21.15
0922,0.2636,0.9,14,11,0.2727,3,15,0,0,3,43.01,10.1
0923,0.178,1.0,10,10,0.0,6,16,3,1,2,48.33,7.85
0924,0.3789,0.91,21,18,0.1111,11,15,9,2,0,43.9,11.52
0925,0.3122,0.9,17,16,0.0625,9,15,7,1,1,42.38,12.07
0926,0.6321,0.93,28,26,0.0769,6,8,5,1,0,25.42,18.87
0927,0.2945,1.0,15,14,0.0714,7,15,4,2,1,38.22,12.72
0928,0.2582,1.0,14,14,0.0,5,15,2,1,2,42.95,11.26
0929,0.5505,1.0,26,26,0.0,1,5,0,0,1,27.55,19.67
0930,0.443,1.0,22,20,0.1,11,15,9,2,0,36.5,13.16
0931,0.4356,0.95,23,21,0.0952,8,16,5,2,1,37.83,14.98
0932,0.707,1.0,30,27,0.1111,3,5,2,1,0,13.36,29.08
0933,0.5188,0.93,26,24,0.0417,6,10,4,2,0,30.22,19.89
0934,0.7264,0.97,40,21,0.5238,7,13,4,3,0,32.42,22.65
0935,0.3507,1.0,16,14,0.1429,3,11,0,2,1,34.66,10.96
0936,0.5221,0.92,25,23,0.087,6,12,3,3,0,30.65,17.23
0937,0.9099,0.97,45,24,0.3333,4,10,2,1,1,27.83,21.63
0938,0.5708,1.0,26,26,0.0,8,8,8,0,0,25.64,19.91
0939,0.2885,1.0,15,15,0.0,5,17,0,4,1,42.19,9.8
0940,0.1925,1.0,11,11,0.0,9,17,6,2,1,49.07,8.06
0941,0.2079,0.83,11,10,0.1,8,18,4,3,1,47.24,5.68
0942,0.2444,0.86,12,11,0.0909,7,13,5,1,1,43.0,6.1
0943,0.3859,1.0,20,19,0.0526,10,14,8,2,0,37.24,14.59
0944,0.3551,0.91,19,16,0.1875,7,17,3,3,1,38.74,14.77
0945,0.4645,1.0,19,18,0.0556,5,7,4,1,0,24.66,16.24
0946,0.587,0.92,25,25,0.0,6,8,5,1,0,23.86,18.73
0947,0.3327,1.0,17,17,0.0,8,12,7,0,1,35.41,15.68
0948,0.4912,1.0,26,22,0.1364,8,16,5,2,1,38.59,14.34
0949,0.4593,0.92,23,23,0.0,4,10,2,1,1,32.35,17.73
0950,0.3794,0.91,20,16,0.1875,5,11,3,1,1,38.0,14.71
0951,0.794,1.0,40,33,0.1818,6,6,6,0,0,20.25,30.13
0952,0.8104,1.0,37,32,0.125,6,8,5,1,0,19.45,26.21
0953,0.2023,0.86,11,10,0.1,10,16,8,1,1,44.81,9.58
0954,1.1142,1.0,55,39,0.2308,7,7,7,0,0,22.8,26.56
0955,0.634,0.93,22,21,0.0476,3,7,2,0,1,16.23,18.47
0956,0.9748,0.95,40,30,0.0667,1,5,0,0,1,12.01,29.02
0957,0.5812,0.93,29,28,0.0357,8,10,7,1,0,27.84,22.05
0958,0.499,1.0,25,24,0.0417,7,13,4,3,0,32.16,17.94
0959,0.3988,1.0,21,21,0.0,5,13,3,0,2,42.45,10.2
0960,0.3615,1.0,20,20,0.0,9,17,5,4,0,41.64,13.69
0961,0.3668,0.92,19,16,0.1875,5,13,2,2,1,32.4,19.39
0962,0.6804,1.0,32,26,0.1538,8,10,7,1,0,27.52,19.5
0963,0.5446,1.0,28,28,0.0,7,9,6,1,0,28.93,22.48
0964,0.3714,0.9,17,16,0.0625,9,11,8,1,0,32.62,13.15
0965,0.3129,0.89,17,17,0.0,6,14,3,2,1,41.99,12.35
0966,0.3698,0.9,19,19,0.0,9,17,5,4,0,41.83,9.55
0967,0.5228,1.0,26,23,0.1304,6,10,5,0,1,33.46,16.27
0968,0.5408,1.0,25,23,0.087,4,12,2,0,2,27.16,19.07
0969,0.2812,1.0,16,15,0.0667,8,14,6,1,1,44.19,12.71
0970,0.5566,0.92,23,21,0.0476,5,9,3,2,0,25.9,15.42
0971,0.4522,0.92,25,25,0.0,8,16,6,0,2,42.99,12.29
0972,0.274,0.88,15,15,0.0,6,10,5,0,1,44.06,10.7
0973,0.6195,0.93,29,24,0.0833,11,11,11,0,0,27.55,19.27
0974,0.6522,0.93,29,24,0.1667,4,8,2,2,0,23.83,20.64
0975,0.5778,0.94,29,23,0.1739,6,14,3,2,1,32.46,17.73
0976,0.8214,0.95,30,30,0.0,5,5,5,0,0,13.25,23.27
0977,0.3034,0.88,15,15,0.0,5,15,2,1,2,42.27,7.16
0978,0.3027,0.91,17,16,0.0625,11,17,8,3,0,44.07,12.09
0979,0.4733,1.0,25,25,0.0,9,15,6,3,0,35.05,17.77
0980,0.8736,1.0,41,35,0.1429,6,6,6,0,0,17.96,28.97
0981,1.1402,1.0,59,52,0.0962,7,9,6,1,0,25.15,26.59
0982,0.3055,1.0,16,16,0.0,7,15,5,0,2,41.67,10.7
0983,0.7205,0.94,31,31,0.0,6,6,6,0,0,16.91,26.12
0984,0.6419,0.94,32,27,0.1852,6,10,5,0,1,27.42,22.43
0985,0.2463,0.89,14,13,0.0769,9,17,6,2,1,47.81,9.02
0986,0.5818,0.93,29,27,0.0741,6,12,3,3,0,30.03,19.81
0987,0.4918,1.0,26,26,0.0,9,15,6,3,0,37.48,15.39
0988,0.1186,0.75,7,7,0.0,6,14,3,2,1,55.12,3.88
0989,0.4011,0.92,19,19,0.0,8,12,7,0,1,31.04,16.33
0990,0.3842,1.0,21,21,0.0,6,14,3,2,1,34.1,20.55
0991,0.3233,1.0,18,18,0.0,7,17,3,3,1,41.93,13.74
0992,0.2643,1.0,14,14,0.0,10,18,6,4,0,44.31,8.66
0993,0.8432,1.0,38,35,0.0857,6,6,6,0,0,15.64,29.43
0994,0.4272,1.0,19,19,0.0,7,11,5,2,0,28.31,16.17
0995,0.3,1.0,14,13,0.0769,6,16,2,3,1,37.41,9.26
0996,0.4189,1.0,22,20,0.1,7,11,6,0,1,38.98,13.54
0997,0.4809,1.0,25,22,0.0909,8,14,6,1,1,38.31,13.67
0998,0.5797,1.0,28,26,0.0769,6,10,5,0,1,31.11,17.19
0999,0.4469,1.0,23,22,0.0455,8,14,5,3,0,35.82,15.64
1000,0.3327,1.0,18,16,0.125,7,15,5,0,2,40.73,13.37
1001,0.6081,1.0,31,30,0.0333,5,9,3,2,0,27.66,23.32
1002,0.2732,1.0,14,14,0.0,7,17,3,3,1,41.35,9.9
1003,0.5662,0.94,27,25,0.08,5,9,4,0,1,27.66,20.02
1004,0.253,0.86,12,11,0.0909,4,12,1,2,1,41.95,5.48
1005,0.4121,0.92,21,17,0.2353,7,13,4,3,0,34.85,16.11
1006,0.1958,1.0,10,10,0.0,5,11,3,1,1,46.14,4.94
1007,0.8968,1.0,40,28,0.25,7,7,7,0,0,17.75,26.85
1008,0.3092,1.0,15,15,0.0,3,11,1,0,2,37.68,10.83
1009,0.3792,0.9,19,19,0.0,6,12,3,3,0,34.43,15.67
1010,0.3444,1.0,20,19,0.0526,9,15,7,1,1,42.19,15.89
1011,0.2321,0.89,13,13,0.0,8,18,3,5,0,48.2,7.8
1012,0.2486,1.0,12,11,0.0909,7,15,5,0,2,41.19,7.08
1013,0.5296,1.0,26,25,0.04,5,9,3,2,0,26.83,22.27
1014,0.572,0.93,29,26,0.1154,8,10,7,1,0,30.15,20.55
1015,0.4545,0.93,24,22,0.0455,6,14,3,2,1,40.23,12.58
1016,0.3145,0.89,17,16,0.0625,7,15,4,2,1,42.05,12.01
1017,0.4121,0.91,21,21,0.0,6,14,3,2,1,37.84,13.13
1018,0.8121,1.0,33,31,0.0645,2,2,2,0,0,4.61,36.02
